ensembl,dWT_n,dWT_med,dWT_v,dWT_vz,dWT_kons,iv_n,iv_med,iv_v,iv_vz,iv_kons,basis_med,pool_anteil,symbol,im_modul,ri,laenge,expr_rank_med,n_gemessen,loeuf,pli,mis_z,dWT_abs
ENSG00000001561,17,0.264072523105617,9,1,0.0588235294117647,17,0.110024947472052,10,1,0.1764705882352941,0.101138660884766,0.4705882352941176,ENPP4,False,,4644,0.531614487415592,17,0.66,0.11941,0.80316,0.264072523105617
ENSG00000001617,16,-0.8481962036439525,13,-1,-0.625,16,0.1012448025506601,9,1,0.125,0.602641975211314,0.1875,SEMA3F,False,,4826,0.790217069291396,16,0.219,0.99989,2.4689,0.8481962036439525
ENSG00000001629,16,0.3693821442587249,8,1,0.0,16,-0.3856489263068822,10,-1,-0.25,-0.3989635149243214,0.5,ANKIB1,False,,7389,0.881841960248653,16,0.207,0.99996,3.164,0.3693821442587249
ENSG00000001630,15,-0.209673146202061,8,-1,-0.0666666666666666,15,-0.0347855797993338,8,-1,-0.0666666666666666,-0.0049351641871786,0.3333333333333333,CYP51A1,False,,4171,0.752200625157188,15,1.011,1.4563e-07,0.78819,0.209673146202061
ENSG00000001631,16,0.868522241832149,12,1,0.5,16,-0.1992101832142994,10,-1,-0.25,-0.6966687109669676,0.625,KRIT1,False,,21110,0.660738164092467,16,0.499,0.00069333,1.4289,0.868522241832149
ENSG00000002016,16,-0.1047821644866039,9,-1,-0.125,16,0.1328908337308311,9,1,0.125,-0.4697875748374305,0.1875,RAD52,False,,4503,0.507266469069701,16,1.109,7.1128e-11,0.55138,0.1047821644866039
ENSG00000002330,16,-0.65301955165944,12,-1,-0.5,16,0.4484393390472225,12,1,0.5,0.358763378516345,0.1875,BAD,False,,1708,0.7572997983236851,16,1.533,0.0046237,-0.55249,0.65301955165944
ENSG00000002549,16,0.421613257264288,10,1,0.25,16,0.0424829803292541,8,1,0.0,-0.203586985543137,0.5,LAP3,False,,3779,0.8823901373913745,16,0.897,1.4677e-07,1.0927,0.421613257264288
ENSG00000002834,16,-0.356732129976837,10,-1,-0.25,16,-0.1358969882094102,11,-1,-0.375,0.4331906251514265,0.1875,LASP1,False,,7061,0.98520116573798,16,0.283,0.9827,2.2064,0.356732129976837
ENSG00000002919,16,-0.1489422905033473,8,1,0.0,16,0.0960172085079525,8,1,0.0,0.1010951390848857,0.3125,SNX11,False,,4133,0.658548569313218,16,1.109,7.3043e-07,0.7242,0.1489422905033473
ENSG00000003056,18,-0.3189722296296265,11,-1,-0.2222222222222223,18,-0.254559206593257,13,-1,-0.4444444444444444,0.0667236230059115,0.1666666666666666,M6PR,False,,3585,0.900114602025624,18,0.763,0.0092215,0.97915,0.3189722296296265
ENSG00000003096,16,-0.8116499498648184,12,-1,-0.5,16,0.1431047004758845,10,1,0.25,0.332247963294735,0.125,KLHL13,False,,6928,0.537437574102684,16,0.619,0.035016,2.2048,0.8116499498648184
ENSG00000003137,17,0.884149190897068,9,1,0.0588235294117647,17,-0.250203335233237,9,-1,-0.0588235294117647,-0.280963816046976,0.5294117647058824,CYP26B1,False,,4839,0.383357884525563,15,0.29,0.97987,1.0492,0.884149190897068
ENSG00000003249,16,-1.4192073249885948,11,-1,-0.375,16,0.0860187111807122,9,1,0.125,0.8368480078903879,0.1875,DBNDD1,False,,4462,0.48059271039486995,16,1.531,6.35e-05,0.21242,1.4192073249885948
ENSG00000003393,16,-0.493473170491333,11,-1,-0.375,16,-0.3800879036517415,9,-1,-0.125,0.4119830063046605,0.1875,ALS2,False,,33513,0.768806022594049,16,0.516,8.7204e-12,1.8965,0.493473170491333
ENSG00000003400,16,0.024778714508405,8,1,0.0,16,-0.30170832535799,9,-1,-0.125,-0.0795807832988228,0.375,CASP10,False,,8920,0.24001451616345898,16,1.287,4.6392e-12,0.026875,0.024778714508405
ENSG00000003402,16,1.34857479608543,13,1,0.625,16,-0.525253155217658,10,-1,-0.25,-0.533082445852811,0.625,CFLAR,False,,22478,0.9162104648692244,16,0.173,0.99967,2.1864,1.34857479608543
ENSG00000003436,16,0.6162578607934011,9,1,0.125,16,0.0322554088295543,9,1,0.125,-0.1362257734308135,0.5625,TFPI,False,,11714,0.8682960450740189,16,0.564,0.2477,1.3079,0.6162578607934011
ENSG00000003509,16,-0.0094365198403465,8,1,0.0,16,0.0123148598012558,8,1,0.0,-0.3487153743637685,0.3125,NDUFAF7,False,,3651,0.646889607845942,16,1.582,1.0818000000000001e-19,-1.0514,0.0094365198403465
ENSG00000003756,16,0.496498899476692,11,1,0.375,16,-0.0685410745371024,9,-1,-0.125,-0.5009040760109135,0.5,RBM5,False,,10357,0.9063743156252515,16,0.135,1.0,4.1668,0.496498899476692
ENSG00000003989,15,0.996600149883588,11,1,0.4666666666666665,15,-0.16270352295124,8,-1,-0.0666666666666666,-0.732818157140709,0.6,SLC7A2,False,,7905,0.520774431468961,15,1.014,2.3434e-11,-1.408,0.996600149883588
ENSG00000004059,16,-0.489459176782584,10,-1,-0.25,16,0.323442461314291,10,1,0.25,0.378377824244466,0.3125,ARF5,False,,1825,0.8883966089237969,16,0.33,0.94298,2.2772,0.489459176782584
ENSG00000004139,16,-0.5902528337358065,9,-1,-0.125,16,-0.1944393814405869,9,-1,-0.125,0.3676751742250175,0.375,SARM1,False,,11105,0.5544849080853365,16,1.143,1.7007e-10,1.9032,0.5902528337358065
ENSG00000004142,16,-0.8933563414845845,11,-1,-0.375,16,-0.043842090156339,8,1,0.0,0.3861489582590435,0.1875,POLDIP2,False,,2670,0.895066449947414,16,0.464,0.41407,1.9439,0.8933563414845845
ENSG00000004399,16,0.9946242234164504,13,1,0.625,16,0.3027139784949509,12,1,0.5,-0.5654940876911015,0.625,PLXND1,False,,9557,0.9554977889180445,16,0.157,1.0,3.3465,0.9946242234164504
ENSG00000004455,16,-0.270806943997716,10,-1,-0.25,16,0.118052980078434,10,1,0.25,0.0949382173799015,0.25,AK2,False,,17967,0.8844167302250154,16,1.223,6.2706e-05,0.071844,0.270806943997716
ENSG00000004478,18,-0.8050960010955495,15,-1,-0.6666666666666667,18,-0.0106296340162671,9,1,0.0,0.828458665210701,0.1111111111111111,FKBP4,False,,5163,0.857777990247634,18,0.504,0.15539,1.2082,0.8050960010955495
ENSG00000004487,16,-0.550874532307694,12,-1,-0.5,16,-0.2000759958948089,10,-1,-0.25,0.6836954520105896,0.125,KDM1A,False,,18325,0.911990960929007,16,0.276,0.99667,4.6784,0.550874532307694
ENSG00000004534,16,-0.0766814686751685,8,1,0.0,16,-0.581188971990806,11,-1,-0.375,-0.26226239649855,0.375,RBM6,False,,7299,0.8686134160024694,16,0.136,1.0,2.1708,0.0766814686751685
ENSG00000004660,16,-0.421618897723811,9,-1,-0.125,16,-0.245421858564873,9,-1,-0.125,0.0073724850842488,0.375,CAMKK1,False,,7433,0.567178433815643,16,0.634,0.00033981,1.3395,0.421618897723811
ENSG00000004700,16,0.5426251105101135,10,1,0.25,16,0.007861527055722,8,1,0.0,-0.50167699511703,0.5625,RECQL,False,,3779,0.8983915217540934,16,1.308,1.5345e-20,0.24948,0.5426251105101135
ENSG00000004776,15,-0.534476326262334,9,-1,-0.1999999999999999,15,0.650594720413929,11,1,0.4666666666666665,0.115589246674541,0.2,HSPB6,False,,1724,0.469837039504733,15,1.347,0.088703,1.2756,0.534476326262334
ENSG00000004777,15,-0.331218753810668,12,-1,-0.6000000000000001,15,0.103872094279504,8,1,0.0666666666666666,0.425533596220477,0.2,ARHGAP33,False,,5260,0.478009369920643,15,0.406,0.028562,1.7984,0.331218753810668
ENSG00000004779,16,-0.725770327056349,10,-1,-0.25,16,0.1813445976152775,10,1,0.25,0.184118465550749,0.375,NDUFAB1,False,,1548,0.809199436613707,16,0.749,0.52661,0.15938,0.725770327056349
ENSG00000004799,18,0.6545445728470415,12,1,0.3333333333333332,18,0.31625220160584,10,1,0.1111111111111111,-0.4697144681805875,0.6111111111111112,PDK4,False,,4544,0.4835210257997685,18,1.241,9.142e-12,0.35146,0.6545445728470415
ENSG00000004838,15,-0.569059244531746,14,-1,-0.8666666666666667,15,0.77871677475717,10,1,0.3333333333333332,0.395330506903379,0.0666666666666666,ZMYND10,True,-1.0,2889,0.268622407093208,15,0.859,2.3034e-07,0.93184,0.569059244531746
ENSG00000004864,16,-0.1045267585649349,9,-1,-0.125,16,-0.515415933137631,10,-1,-0.25,0.430172446276755,0.4375,SLC25A13,False,,3710,0.7442554875798955,16,1.237,1.2833000000000001e-24,0.30459,0.1045267585649349
ENSG00000004866,16,0.2660282239970494,10,1,0.25,16,-0.117895922678807,10,-1,-0.25,-0.5048995267658395,0.4375,ST7,False,,6526,0.674249371676933,16,0.264,0.99703,3.3795,0.2660282239970494
ENSG00000004897,16,-0.1860670292063573,9,-1,-0.125,16,-0.0693829908218731,9,-1,-0.125,0.4188667223376004,0.3125,CDC27,False,,6824,0.904436370589923,16,0.273,0.99675,3.1977,0.1860670292063573
ENSG00000004961,16,0.0210490006943736,8,1,0.0,16,-0.4078807900022925,13,-1,-0.625,0.2695236869251339,0.4375,HCCS,False,,2343,0.7137752266604656,16,0.414,0.88624,1.1951,0.0210490006943736
ENSG00000004975,16,0.829663499655414,11,1,0.375,16,-0.0864447145714352,8,1,0.0,-0.5172374521078675,0.5625,DVL2,False,,5321,0.784948940992424,16,0.657,1.3576e-05,0.32198,0.829663499655414
ENSG00000005007,16,0.209796194469312,9,1,0.125,16,-0.287057659596917,10,-1,-0.25,-0.1474610509081891,0.375,UPF1,False,,8934,0.909458034940955,16,0.162,1.0,5.626,0.209796194469312
ENSG00000005020,16,0.6473657832236306,10,1,0.25,16,-0.1072537440551039,9,-1,-0.125,-0.328508885433174,0.5625,SKAP2,False,,5361,0.721548343052715,16,0.67,0.0012836,1.2974,0.6473657832236306
ENSG00000005022,18,-1.08518417869013,14,-1,-0.5555555555555556,18,0.0940831593287818,10,1,0.1111111111111111,0.5617926292910911,0.1666666666666666,SLC25A5,False,,1555,0.946606805068837,18,0.349,0.93194,2.6524,1.08518417869013
ENSG00000005073,16,0.361327493949791,11,1,0.375,16,0.3088615022364095,10,1,0.25,-0.2699266837047765,0.4375,HOXA11,False,,2669,0.557070078156041,16,0.329,0.94342,0.66839,0.361327493949791
ENSG00000005075,16,-0.4309245461307535,9,-1,-0.125,16,0.430938793596239,10,1,0.25,0.134554993468216,0.3125,POLR2J,False,,937,0.740020838572917,16,1.365,0.0071512,1.303,0.4309245461307535
ENSG00000005100,16,-0.8416543879954975,10,-1,-0.25,16,-0.3982958765312839,10,-1,-0.25,0.432844255148651,0.1875,DHX33,False,,5789,0.6587246738320836,16,0.678,9.1366e-06,0.46247,0.8416543879954975
ENSG00000005156,16,-0.7345446321884626,11,-1,-0.375,16,-0.1002630946832124,8,1,0.0,0.400407099475888,0.0625,LIG3,False,,12901,0.627895582322709,16,0.682,1.439e-10,1.6264,0.7345446321884626
ENSG00000005175,16,-0.8178077912247865,9,-1,-0.125,16,-0.0390577600710955,8,1,0.0,0.5220305848684675,0.25,RPAP3,False,,5350,0.7471830137836666,16,0.581,6.9941e-05,0.42512,0.8178077912247865
ENSG00000005194,16,-0.3368581942348645,10,-1,-0.25,16,0.260724118970648,10,1,0.25,0.295622350306962,0.125,CIAPIN1,False,,3383,0.766899321158811,16,0.836,0.0019035,1.1187,0.3368581942348645
ENSG00000005206,16,0.4224041125615255,9,1,0.125,16,0.01745960365109,8,1,0.0,-0.1505753131189413,0.5,SPPL2B,False,,7419,0.7824096772230305,16,,,,0.4224041125615255
ENSG00000005243,16,0.221087495367353,8,1,0.0,16,0.422323485675303,13,1,0.625,-0.426054041760403,0.5,COPZ2,False,,1866,0.840806552751435,16,1.614,7.4565e-08,-0.11739,0.221087495367353
ENSG00000005249,15,-0.38976621937659,10,-1,-0.3333333333333332,15,-0.0562756083162466,8,-1,-0.0666666666666666,0.343598793321529,0.2,PRKAR2B,False,,12581,0.419734300930532,15,0.22,0.99713,2.4727,0.38976621937659
ENSG00000005302,16,0.7602743389228805,11,1,0.375,16,-0.8555945532057045,11,-1,-0.375,-0.605182909565048,0.625,MSL3,False,,9780,0.7003761072053425,16,0.178,0.99665,1.9314,0.7602743389228805
ENSG00000005339,16,1.043705658203469,11,1,0.375,16,-0.4139102780902954,12,-1,-0.5,-0.45009014089188,0.5625,CREBBP,False,,15479,0.839324983267999,16,0.066,1.0,3.8991,1.043705658203469
ENSG00000005436,16,-0.325022890085094,10,-1,-0.25,16,-0.131798196188621,9,-1,-0.125,0.1147478283657815,0.25,GCFC2,False,,5462,0.5863851913470715,16,1.167,2.5566e-24,0.003915,0.325022890085094
ENSG00000005448,16,-0.9944684689879034,13,-1,-0.625,16,0.4048394334566499,10,1,0.25,0.5386816017298095,0.0625,WDR54,False,,2852,0.5263781048520715,16,1.311,1.5733e-11,0.44135,0.9944684689879034
ENSG00000005469,16,0.666804860287086,11,1,0.375,16,-0.0875163268478969,9,-1,-0.125,-0.453338683818111,0.5,CROT,False,,4995,0.6230821571824555,16,1.173,4.431500000000001e-25,0.0045741,0.666804860287086
ENSG00000005483,16,0.4151360487022865,11,1,0.375,16,-0.3297788424404359,8,1,0.0,-0.3522763960435415,0.5,KMT2E,False,,13704,0.817558209070806,16,0.06,1.0,1.4204,0.4151360487022865
ENSG00000005486,16,0.4487220066094165,11,1,0.375,16,-0.0705836763509213,8,1,0.0,-0.1023727625062103,0.5,RHBDD2,False,,2390,0.767268682289096,16,0.529,0.63858,0.66528,0.4487220066094165
ENSG00000005700,18,-0.2840118331197255,12,-1,-0.3333333333333332,18,-0.3071631066952295,11,-1,-0.2222222222222223,0.1058230993857338,0.2222222222222222,IBTK,False,,8719,0.862226944184179,18,0.413,0.0022144,2.2762,0.2840118331197255
ENSG00000005801,16,-0.578997507717472,12,-1,-0.5,16,-0.5876723904926195,12,-1,-0.5,0.595650496582937,0.125,ZNF195,False,,11711,0.567126620978045,16,1.15,0.0038677,1.1704,0.578997507717472
ENSG00000005810,16,0.6472061607861594,12,1,0.5,16,0.2912749305049785,10,1,0.25,-0.6670988029833015,0.5625,MYCBP2,False,,34127,0.919731321498001,16,0.115,1.0,6.0451,0.6472061607861594
ENSG00000005812,16,0.906022592981423,9,1,0.125,16,-0.0852135603043297,9,-1,-0.125,-0.5811861226058235,0.5625,FBXL3,False,,7076,0.8375878238590015,16,0.288,0.9807,2.833,0.906022592981423
ENSG00000005882,16,0.236283279957297,10,1,0.25,16,0.5247888846736255,11,1,0.375,-0.0820904535559667,0.3125,PDK2,False,,5471,0.7264354926180034,16,0.919,3.7102e-06,2.0463,0.236283279957297
ENSG00000005884,16,-0.6472280396628429,13,-1,-0.625,16,-0.2569313820717885,12,-1,-0.5,0.6851323366010605,0.125,ITGA3,False,,9802,0.9480077297713245,16,0.534,3.5545e-07,2.3622,0.6472280396628429
ENSG00000005889,16,0.902665165959331,12,1,0.5,16,-0.7687939732220934,10,-1,-0.25,-0.867278047395214,0.625,ZFX,False,,9037,0.749165396310396,16,0.16,0.99831,3.1463,0.902665165959331
ENSG00000005893,16,0.355755497515861,10,1,0.25,16,-0.0412547528860662,10,-1,-0.25,-0.3219714705377849,0.4375,LAMP2,False,,10628,0.958183781235162,16,0.641,0.26698,0.83952,0.355755497515861
ENSG00000006007,16,0.673649390480347,14,1,0.75,16,0.603928995808841,13,1,0.625,-0.630235253509814,0.8125,GDE1,False,,4390,0.9160918247051606,16,1.172,6.1163e-06,0.78753,0.673649390480347
ENSG00000006016,15,1.10409995737126,9,1,0.1999999999999999,15,-0.545491936839346,11,-1,-0.4666666666666665,-0.393902026471084,0.5333333333333333,CRLF1,False,,2967,0.840676481856494,13,0.908,3.9958e-05,0.47479,1.10409995737126
ENSG00000006025,16,-0.2632495172635545,10,-1,-0.25,16,-0.0707889060284244,8,1,0.0,0.203553174078835,0.0625,OSBPL7,False,,6541,0.604216464289129,16,0.444,0.0028675,2.1303,0.2632495172635545
ENSG00000006042,16,0.3239602836429565,12,1,0.5,16,0.1009961824660911,9,1,0.125,-0.280361738289532,0.4375,TMEM98,False,,5187,0.8881867841583945,16,0.886,0.01189,0.72808,0.3239602836429565
ENSG00000006062,16,-0.3674840543085855,12,-1,-0.5,16,0.1366131157992376,9,1,0.125,0.2979778300276214,0.125,MAP3K14,False,,5668,0.578401376804666,16,,,,0.3674840543085855
ENSG00000006118,16,-0.7719875421686145,11,-1,-0.375,16,0.1893432851310666,8,1,0.0,0.632750624719074,0.0625,TMEM132A,False,,7274,0.726883714852293,16,0.802,2.041e-09,0.79643,0.7719875421686145
ENSG00000006125,16,-0.0226813273443296,9,-1,-0.125,16,-0.0815952615807199,9,-1,-0.125,0.115672473987083,0.1875,AP2B1,False,,7591,0.9749773462529485,16,0.263,0.9983,5.1667,0.0226813273443296
ENSG00000006194,16,-0.277411150157879,10,-1,-0.25,16,-0.1548383265910105,9,-1,-0.125,-0.2266839280972518,0.3125,ZNF263,False,,8450,0.7042762654290755,16,0.969,5.4582e-10,-0.032155,0.277411150157879
ENSG00000006210,16,0.464975691134966,13,1,0.625,16,-0.150288332145388,9,-1,-0.125,-0.5132572753810605,0.4375,CX3CL1,False,,5960,0.366541540578651,16,0.545,0.60837,0.84349,0.464975691134966
ENSG00000006282,16,0.345611753001346,10,1,0.25,16,0.2888360385732015,9,1,0.125,-0.160015482972729,0.4375,SPATA20,False,,5237,0.865327503897958,16,0.698,1.9878e-09,0.12253,0.345611753001346
ENSG00000006283,15,0.897470584002388,12,1,0.6000000000000001,15,-0.0074241259410523,8,-1,-0.0666666666666666,-0.354825287453594,0.6666666666666666,CACNA1G,False,,10062,0.341721776789372,13,0.211,1.0,4.6386,0.897470584002388
ENSG00000006327,16,0.1723443689296738,8,1,0.0,16,-0.7113464220080961,11,-1,-0.375,0.2043010798163875,0.4375,TNFRSF12A,False,,1801,0.9470707119989794,16,1.532,0.017995,-0.14091,0.1723443689296738
ENSG00000006432,15,-0.214263975206417,11,-1,-0.4666666666666665,15,-0.310360009187462,11,-1,-0.4666666666666665,-0.160445807569114,0.1333333333333333,MAP3K9,False,,12386,0.3617207596738,15,0.408,0.11764,1.2655,0.214263975206417
ENSG00000006451,18,-0.1407253644848985,10,-1,-0.1111111111111111,18,-0.1643082393893693,11,-1,-0.2222222222222223,0.2393568711826845,0.2777777777777778,RALA,False,,3579,0.8829308280436585,18,0.269,0.97289,2.7026,0.1407253644848985
ENSG00000006453,16,-0.4089638230819383,9,-1,-0.125,16,0.1980882201369604,9,1,0.125,0.260137887297362,0.4375,BAIAP2L1,False,,4821,0.6599604160354045,16,0.649,0.00010429,0.64705,0.4089638230819383
ENSG00000006459,15,1.12906447924354,14,1,0.8666666666666667,15,-0.310947868882564,12,-1,-0.6000000000000001,-0.639787714185902,0.7333333333333333,KDM7A,True,1.0,9378,0.519238136938318,15,0.229,0.99986,2.4635,1.12906447924354
ENSG00000006468,16,-0.485545566928533,10,-1,-0.25,16,-0.014507470308052,8,1,0.0,0.5723699920003495,0.3125,ETV1,False,,9592,0.579578541653614,16,0.347,0.93694,0.87469,0.485545566928533
ENSG00000006530,16,-0.543187859177007,13,-1,-0.625,16,-0.1348747217413139,11,-1,-0.375,0.604031778070985,0.0625,AGK,False,,10697,0.6877299992845075,16,0.878,5.9973e-09,0.75506,0.543187859177007
ENSG00000006534,16,0.484950888664394,12,1,0.5,16,-0.1128679803598962,10,-1,-0.25,-0.4191875924932975,0.5,ALDH3B1,False,,6622,0.6250911634425855,16,0.995,6.2437e-06,0.95892,0.484950888664394
ENSG00000006576,16,-0.577279917920953,9,-1,-0.125,16,-0.1050447103853516,9,-1,-0.125,0.1813180271340175,0.375,PHTF2,False,,8665,0.7972447921596295,16,0.545,0.00017719,2.2905,0.577279917920953
ENSG00000006607,16,0.294075449363786,10,1,0.25,16,-0.4681170089239355,11,-1,-0.375,-0.1352811522143061,0.375,FARP2,False,,14371,0.7346214742617241,16,1.183,4.6425e-36,-0.33077,0.294075449363786
ENSG00000006625,16,-0.4446044092281535,10,-1,-0.25,16,-0.0776378848079279,9,-1,-0.125,0.2157052429794258,0.25,GGCT,False,,1594,0.666409824012332,16,1.335,0.000143,0.29447,0.4446044092281535
ENSG00000006634,18,-0.673603101775207,11,-1,-0.2222222222222223,18,-0.430908605623663,13,-1,-0.4444444444444444,0.2854919765959315,0.1666666666666666,DBF4,False,,4595,0.5868972522084546,18,0.282,0.99296,0.97907,0.673603101775207
ENSG00000006638,15,-0.512291358700798,10,-1,-0.3333333333333332,15,0.0371874090979087,8,1,0.0666666666666666,0.35323453019743,0.2,TBXA2R,False,,2827,0.39345701410429,15,1.361,0.00012823,1.0724,0.512291358700798
ENSG00000006652,16,0.6138058529260975,13,1,0.625,16,0.22593924650789,10,1,0.25,-0.5743948278749865,0.625,IFRD1,False,,7902,0.7777452726779119,16,0.674,0.0012141,1.2607,0.6138058529260975
ENSG00000006695,16,0.4252639676625945,11,1,0.375,16,-0.3281498129468265,11,-1,-0.375,-0.1545582953983469,0.4375,COX10,False,,6756,0.524745396215017,16,0.611,0.08405,-0.18011,0.4252639676625945
ENSG00000006704,16,0.860307039986579,11,1,0.375,16,-0.4444827577459905,9,-1,-0.125,-0.6460864621763085,0.625,GTF2IRD1,False,,6499,0.738980782101539,16,0.329,0.90039,2.6604,0.860307039986579
ENSG00000006712,16,-0.665542226364938,12,-1,-0.5,16,-0.063000243824381,8,1,0.0,0.4587169928162879,0.125,PAF1,False,,2850,0.8322419477042475,16,0.622,0.00016932,2.7531,0.665542226364938
ENSG00000006715,16,-0.2804055189899647,9,-1,-0.125,16,0.5970142256294015,9,1,0.125,0.1272588013243595,0.4375,VPS41,False,,7752,0.875636142790762,16,0.84,4.4224e-18,1.4817,0.2804055189899647
ENSG00000006740,15,0.279474445892633,9,1,0.1999999999999999,15,-0.406958178708361,9,-1,-0.1999999999999999,-0.140981909580434,0.4,ARHGAP44,False,,9322,0.358485328003109,15,0.22,0.99988,2.3899,0.279474445892633
ENSG00000006744,16,-1.0105315050575423,13,-1,-0.625,16,0.0338789859167059,8,1,0.0,0.52416378391565,0.1875,ELAC2,False,,7002,0.8427368597148694,16,1.046,1.7245e-20,-0.40985,1.0105315050575423
ENSG00000006747,15,0.356472280258583,8,1,0.0666666666666666,15,-0.0009739202591219,8,-1,-0.0666666666666666,0.356080097941722,0.4,SCIN,False,,11626,0.36351483824971,15,1.657,1.718e-36,-0.77062,0.356472280258583
ENSG00000006756,16,0.879586878952231,12,1,0.5,16,-0.2204276792590675,12,-1,-0.5,-0.609202502505979,0.625,ARSD,False,,7026,0.7165459420692084,16,0.858,0.0016285,1.0875,0.879586878952231
ENSG00000006757,15,0.0,7,1,-0.0666666666666666,15,-0.100243346738287,9,-1,-0.1999999999999999,0.0849035326305923,0.2666666666666666,PNPLA4,False,,3411,0.513381861967052,15,1.271,0.0025724,-0.14555,0.0
ENSG00000006831,18,-0.186239377910527,11,-1,-0.2222222222222223,18,-0.0972147358239916,12,-1,-0.3333333333333332,-0.1234586413212876,0.3888888888888889,ADIPOR2,False,,5831,0.865379099340281,18,0.518,0.36218,2.6533,0.186239377910527
ENSG00000006837,15,0.31169920939012,9,1,0.1999999999999999,15,0.0290893783907067,8,1,0.0666666666666666,-0.256331437216165,0.4666666666666667,CDKL3,False,,3149,0.408653417698957,15,1.148,2.2569e-12,0.38824,0.31169920939012
ENSG00000007047,16,0.3504873450853165,9,1,0.125,16,0.0237421066655136,8,1,0.0,-0.2169292495064,0.4375,MARK4,False,,6656,0.75654798261057,16,0.258,0.99777,2.9212,0.3504873450853165
ENSG00000007080,16,-0.9060962083677044,10,-1,-0.25,16,0.0699595944694093,10,1,0.25,0.469497048899704,0.25,CCDC124,False,,1661,0.8017689575941325,16,0.8,0.27576,0.76217,0.9060962083677044
ENSG00000007168,16,0.1422292415464347,9,1,0.125,16,0.0560670120174278,10,1,0.25,-0.266647055632393,0.3125,PAFAH1B1,False,,14289,0.952028588010118,16,0.107,0.99995,3.5284,0.1422292415464347
ENSG00000007255,16,0.298130169671207,10,1,0.25,16,0.5770152529231141,11,1,0.375,-0.1247477486110715,0.375,TRAPPC6A,False,,933,0.552721567123829,16,1.866,5.145e-08,-0.021549,0.298130169671207
ENSG00000007341,16,1.298761603608805,10,1,0.25,16,-0.222257628833123,11,-1,-0.375,-0.799919332588097,0.625,ST7L,False,,8108,0.544634248499313,16,0.868,2.2024e-09,0.58284,1.298761603608805
ENSG00000007376,18,-0.325424628345679,11,-1,-0.2222222222222223,18,-0.134406792903622,11,-1,-0.2222222222222223,0.1874851523860234,0.2222222222222222,RPUSD1,False,,2769,0.6122075243095875,18,1.889,1.6742e-10,-1.4875,0.325424628345679
ENSG00000007384,16,-0.0301930796072883,8,1,0.0,16,0.1994147114466224,10,1,0.25,0.2225976491311875,0.3125,RHBDF1,False,,4914,0.838500115950224,16,0.935,5.4089e-15,1.452,0.0301930796072883
ENSG00000007392,16,-0.270485696560308,9,-1,-0.125,16,0.0168016755515313,8,1,0.0,-0.0056158385703431,0.375,LUC7L,False,,6176,0.7951491619161135,16,0.452,0.46952,1.8804,0.270485696560308
ENSG00000007516,15,-0.448588208663685,8,-1,-0.0666666666666666,15,0.464158235538485,10,1,0.3333333333333332,0.570042520919651,0.3333333333333333,BAIAP3,False,,6808,0.331198011282149,15,1.035,4.3826e-32,-0.85666,0.448588208663685
