panel,quelle,abruf,symbol,ensembl
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NDFIP1,ENSG00000131507
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NDRG1,ENSG00000104419
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NDRG2,ENSG00000165795
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NDRG3,ENSG00000101079
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NDRG4,ENSG00000103034
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NDST1,ENSG00000070614
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NDST3,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NDUFA11,ENSG00000174886
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NDUFA2,ENSG00000131495
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NDUFA3,ENSG00000170906
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NDUFA5P10,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NDUFA5P4,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NDUFA5P9,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NDUFA7,ENSG00000267855
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NDUFAF1,ENSG00000137806
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NDUFAF2P1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NDUFAF6,ENSG00000156170
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NDUFAF7,ENSG00000003509
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NDUFB1,ENSG00000183648
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NDUFB10,ENSG00000140990
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NDUFB4P4,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NDUFB4P8,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NDUFB5P1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NDUFB6,ENSG00000165264
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NDUFB8P1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NDUFB9P2,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NDUFC2-KCTD14,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NDUFS1,ENSG00000023228
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NDUFS2,ENSG00000158864
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NDUFS3,ENSG00000213619
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NDUFS4,ENSG00000164258
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NDUFS5P6,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NDUFS6P1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NDUFS7,ENSG00000115286
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NDUFV3,ENSG00000160194
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NEB,ENSG00000183091
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NECAB2,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NECAB3,ENSG00000125967
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NECTIN1-DT,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NECTIN3,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NECTIN3-AS1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NEDD4,ENSG00000069869
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NEDD4L,ENSG00000049759
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NEDD9,ENSG00000111859
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NEFHP2,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NEFL,ENSG00000277586
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NEK10,ENSG00000163491
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NEK2-DT,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NEK4P1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NEK6,ENSG00000119408
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NEK7,ENSG00000151414
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NELFA,ENSG00000185049
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NELFCD,ENSG00000101158
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NELFE,ENSG00000204356
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NELL1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NEMP1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NEMP2-DT,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NENF,ENSG00000117691
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NENFP3,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NEO1,ENSG00000067141
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NEPNP,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NEPRO-AS1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NES,ENSG00000132688
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NET1,ENSG00000173848
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NETO2,ENSG00000171208
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NEU3,ENSG00000162139
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NEURL1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NEURL1B,ENSG00000214357
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NEURL3,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NEURL4,ENSG00000215041
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NEUROD2,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NEUROD4,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NEUROG2,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NEUROG2-AS1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NEUROG3,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NF1,ENSG00000196712
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NFAT5,ENSG00000102908
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NFATC1,ENSG00000131196
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NFATC2,ENSG00000101096
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NFATC4,ENSG00000100968
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NFE2L1,ENSG00000082641
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NFE2L1-DT,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NFE2L2,ENSG00000116044
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NFE2L3,ENSG00000050344
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NFIA,ENSG00000162599
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NFIA-AS2,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NFIB,ENSG00000147862
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NFIB-AS1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NFIC,ENSG00000141905
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NFIL3,ENSG00000165030
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NFILZ,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NFKB1-AS1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NFKBIA,ENSG00000100906
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NFKBIB,ENSG00000104825
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NFKBIL1,ENSG00000204498
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NFRKB,ENSG00000170322
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NFS1,ENSG00000244005
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NFU1P2,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NFX1,ENSG00000086102
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NFYB,ENSG00000120837
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NFYC-AS1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NFYCP2,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NGDN,ENSG00000129460
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NGEF,ENSG00000066248
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NGF,ENSG00000134259
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NGF-AS1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NGFR,ENSG00000064300
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NGFR-AS1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NGRNP1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NGRNP2,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NHEJ1,ENSG00000187736
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NHLH1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NHLRC2,ENSG00000196865
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NHLRC3,ENSG00000188811
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NHSL1,ENSG00000135540
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NHSL3,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NIBAN1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NICN1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NID2,ENSG00000087303
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NIF3L1,ENSG00000196290
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NIFKP3,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NIFKP4,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NIM1K,ENSG00000177453
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NIN,ENSG00000100503
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NINJ1,ENSG00000131669
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NINJ2,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NINJ2-AS1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NINL,ENSG00000101004
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NIP7P1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NIPA2P5,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NIPAL1,ENSG00000163293
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NIPAL2,ENSG00000104361
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NIPBL,ENSG00000164190
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NIPBL-DT,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NIPSNAP2,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NIPSNAP3A,ENSG00000136783
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NKAIN1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NKAIN2,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NKAIN3,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NKD1,ENSG00000140807
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NKIRAS1,ENSG00000197885
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NKX1-1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NKX2-1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NKX2-1-AS1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NKX2-4,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NKX2-6,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NKX3-1,ENSG00000167034
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NKX3-2,ENSG00000109705
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NKX6-1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NLGN1,ENSG00000169760
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NLGN1-AS1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NLGN2,ENSG00000169992
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NLK,ENSG00000087095
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NLN,ENSG00000123213
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NLRP1,ENSG00000091592
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NLRP3,ENSG00000162711
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NLRP6,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NLRP9,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NMB,ENSG00000197696
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NMBR,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NME1,ENSG00000239672
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NME1-NME2,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NME2,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NME2P3,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NME6,ENSG00000172113
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NME7,ENSG00000143156
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NME8,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NMNAT1P2,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NMNAT1P5,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NMNAT2,ENSG00000157064
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NMRAL2P,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NMT1,ENSG00000136448
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NMT2,ENSG00000152465
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NMU,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NMUR1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NNT,ENSG00000112992
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NOA1,ENSG00000084092
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NOB1,ENSG00000141101
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NOC3L,ENSG00000173145
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NOC4L,ENSG00000184967
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NOCT,ENSG00000151014
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NOG,ENSG00000183691
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NOL10,ENSG00000115761
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NOL11,ENSG00000130935
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NOL4,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NOL4L,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NOL4L-DT,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NOL8,ENSG00000198000
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NOL9,ENSG00000162408
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NOLC1,ENSG00000166197
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NOM1,ENSG00000146909
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NOP14,ENSG00000087269
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NOP14-AS1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NOP56P1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NOP58,ENSG00000055044
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NOP9,ENSG00000196943
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NOPCHAP1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NOS1AP,ENSG00000198929
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NOS3,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NOSIP,ENSG00000142546
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NOSTRIN,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NOTCH1,ENSG00000148400
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NOTCH2P1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NOTCH4,ENSG00000204301
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NOTUM,ENSG00000185269
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NOVA1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NOVA1-DT,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NOVA2,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NOX4,ENSG00000086991
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NOX4P1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NOXO1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NPAP1L,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NPAS2,ENSG00000170485
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NPAS3,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NPAS4,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NPBWR1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NPC1,ENSG00000141458
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NPC2,ENSG00000119655
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NPEPPS,ENSG00000141279
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NPFFR1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NPFFR2,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NPHP3-ACAD11,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NPHS1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NPL,ENSG00000135838
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NPLOC4,ENSG00000182446
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NPM1,ENSG00000181163
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NPM1P1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NPM1P10,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NPM1P12,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NPM1P18,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NPM1P2,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NPM1P21,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NPM1P28,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NPM1P31,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NPM1P42,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NPM1P47,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,NPM1P48,
