null_type,rho
unmatched,0.12174739878422888
unmatched,-0.04114621605753404
unmatched,0.023903729203447258
unmatched,0.04062446766888997
unmatched,-0.013871633943931748
unmatched,0.14446170658801039
unmatched,0.12705590318462767
unmatched,-0.04006870017341588
unmatched,0.08352179392970628
unmatched,0.15596940124122896
unmatched,0.040672660788841374
unmatched,0.023350378038473552
unmatched,0.08564842582426814
unmatched,-0.018010292101294074
unmatched,0.08624831817393562
unmatched,0.16040341185265397
unmatched,0.23561150766499825
unmatched,0.029991545747785415
unmatched,0.13792388128652336
unmatched,0.10645391069266574
unmatched,0.16519719642308045
unmatched,0.13446654850924428
unmatched,0.18159873358762535
unmatched,0.21214651373678486
unmatched,0.14582784060272913
unmatched,0.22223445509864365
unmatched,0.019768781085439793
unmatched,-0.0512745778006884
unmatched,0.023741472612894797
unmatched,-0.01701016948295056
unmatched,0.10393362433054744
unmatched,0.08474544871672621
unmatched,0.10521143572782984
unmatched,0.1110900575111944
unmatched,-0.008817961894587525
unmatched,0.18354911960286296
unmatched,0.17383365515968108
unmatched,-3.418783612431089e-05
unmatched,-0.0324236689659976
unmatched,0.16787185928989914
unmatched,0.11763414070172601
unmatched,0.05310202207154396
unmatched,0.12317359990585781
unmatched,-0.011740463965668286
unmatched,0.12477008867936049
unmatched,0.07117930622884278
unmatched,0.060081609195440706
unmatched,0.09714857015563398
unmatched,0.0893331247529676
unmatched,0.03706661077173657
unmatched,0.024670896345633575
unmatched,0.08432168329979943
unmatched,0.0105441087141893
unmatched,-0.005391761760878541
unmatched,0.08222645215850236
unmatched,0.0987876027436453
unmatched,0.04852255888471422
unmatched,0.09131477666385997
unmatched,0.022297655169858016
unmatched,-0.045188219571006105
unmatched,0.06406636328843487
unmatched,-0.00822329919375104
unmatched,0.10633302469200129
unmatched,0.13353977168368375
unmatched,0.0391088999908712
unmatched,-0.08060938333189145
unmatched,0.11238596437627918
unmatched,0.03419995550030508
unmatched,0.14494075436110238
unmatched,0.07613734343280254
unmatched,0.12800427017822627
unmatched,0.13385747401022677
unmatched,0.13289595234637672
unmatched,0.19712288413173254
unmatched,0.11316597966226974
unmatched,0.12781060942390796
unmatched,0.10001182210717313
unmatched,0.15198804962561577
unmatched,0.07890843651500569
unmatched,0.004867285353552649
unmatched,0.11848073234312095
unmatched,-0.08523590498209024
unmatched,-0.12744305563074385
unmatched,0.15575382454556863
unmatched,0.048111626826642995
unmatched,0.17138306024096917
unmatched,0.039782331214093504
unmatched,0.02777568538382133
unmatched,-0.057734606229589515
unmatched,0.1100773046935369
unmatched,0.13270120284353795
unmatched,0.13553804631525868
unmatched,0.15452046412894835
unmatched,0.07560156183386177
unmatched,-0.05598753490746055
unmatched,-0.06468816838274191
unmatched,0.17824339789479027
unmatched,0.1186319683481204
unmatched,0.06892777166186273
unmatched,0.06045649189793569
unmatched,0.12793953361799773
unmatched,0.026791803647618195
unmatched,-0.051410425917584046
unmatched,0.09549845959919308
unmatched,-0.00395130261494871
unmatched,0.058535923880708045
unmatched,0.16384810679509826
unmatched,0.10034432065481488
unmatched,0.13334743380687394
unmatched,-0.019459482637972102
unmatched,0.04649260092367105
unmatched,0.037439265716013095
unmatched,0.021870311662905657
unmatched,-0.05567791803034512
unmatched,0.14463378882340905
unmatched,0.1860143182903613
unmatched,0.0009641776706318382
unmatched,0.033072786189076185
unmatched,0.07466598847667054
unmatched,0.11174102190026189
unmatched,-0.00421807415305639
unmatched,0.13035513036662785
unmatched,0.10345043412990786
unmatched,0.16754952689441846
unmatched,0.059915714024041535
unmatched,-0.0022105651690258266
unmatched,0.2293999884720521
unmatched,0.2839362527271514
unmatched,0.07006786142158176
unmatched,0.2475261868321341
unmatched,0.19093879417881102
unmatched,0.1212987374220291
unmatched,0.1883573817406161
unmatched,0.19710613868396434
unmatched,0.12738965366084598
unmatched,0.15925814543378486
unmatched,0.045845723809594625
unmatched,0.16917877915710994
unmatched,0.1494546070410676
unmatched,0.1078759265208461
unmatched,-0.05515573227991657
unmatched,0.02840380347781766
unmatched,0.1959789242474678
unmatched,0.0165920428466367
unmatched,0.0302868399322832
unmatched,0.11332121471686099
unmatched,0.02143818243931681
unmatched,0.1816519653900545
unmatched,0.19903611134366037
unmatched,0.1537866923117928
unmatched,0.006123578425834435
unmatched,0.051355745804118974
unmatched,0.206568656740996
unmatched,0.10526669549233862
unmatched,0.09635675035163568
unmatched,0.13656006820955627
unmatched,0.0713536165051294
unmatched,0.19497707610946607
unmatched,0.20963631313826878
unmatched,0.1654085324473427
unmatched,0.11293165837772927
unmatched,0.09783033849632392
unmatched,0.13018249331828238
unmatched,0.12327270114749858
unmatched,0.11385557457582351
unmatched,0.21987611482264513
unmatched,0.10167405548835827
unmatched,0.012631254587515012
unmatched,0.15484876580735152
unmatched,0.08694788045635289
unmatched,0.10627859210741104
unmatched,0.13593719563214834
unmatched,0.10935688212519681
unmatched,0.22534821178874026
unmatched,0.03387984095269579
unmatched,0.020629369009226753
unmatched,0.029395318062688497
unmatched,0.04651452523037134
unmatched,0.12659251772067442
unmatched,0.16572065901841146
unmatched,-0.0653395330202105
unmatched,0.19681989312291862
unmatched,-0.0075050252747922526
unmatched,0.15103862623660547
unmatched,0.0767455326754646
unmatched,0.006648389853733167
unmatched,0.09603570739033887
unmatched,0.139378649065287
unmatched,0.06802404175204042
unmatched,0.07959728822185834
unmatched,-0.014063984147454765
unmatched,0.15462856036979392
unmatched,-0.0353687184990343
unmatched,0.03713244580683628
unmatched,0.12097904126889056
unmatched,0.08163019343801342
unmatched,0.17810169409702487
unmatched,0.2541636716811516
unmatched,-0.01861335304149516
unmatched,0.142174377281264
unmatched,0.16570817345183222
unmatched,0.08575684988762358
unmatched,0.10363192705944231
unmatched,0.19602314550648212
unmatched,0.08005187221052605
unmatched,0.11892960860907154
unmatched,0.0819325029566625
unmatched,0.11128687961496382
unmatched,0.06341514020803994
unmatched,0.1754627721475945
unmatched,0.17447317699677736
unmatched,0.021603343059989802
unmatched,0.15427302289914854
unmatched,0.04614483313461347
unmatched,0.14046795240763402
unmatched,0.15586047159258362
unmatched,0.12403731977783382
unmatched,0.04506770648827036
unmatched,0.02693766962858801
unmatched,0.05565213165347294
unmatched,0.018677480753045216
unmatched,0.16164458975530002
unmatched,0.13778079807025048
unmatched,0.14917041278231635
unmatched,0.03343750199191975
unmatched,0.11410448770267856
unmatched,0.04696994542611309
unmatched,0.07454947163849816
unmatched,0.1857581749854833
unmatched,0.13150790193100031
unmatched,0.12039795034572245
unmatched,0.16121120185007892
unmatched,0.0901505259113549
unmatched,0.014015902615300575
unmatched,0.02593444177049256
unmatched,0.17937653822176639
unmatched,0.24213294212287256
unmatched,0.07869929328593064
unmatched,0.31659794944947994
unmatched,-0.07616498050988357
unmatched,0.10669710902236614
unmatched,0.005175188597027755
unmatched,-0.036627682724785726
unmatched,-0.011516957616001328
unmatched,0.018455044833535317
unmatched,0.07297235153064206
unmatched,0.04202399885402192
unmatched,0.2145002764877471
unmatched,0.012199651766525184
unmatched,0.038100833900241944
unmatched,0.07478634831397063
unmatched,0.2408119723287601
unmatched,0.17189956440814816
unmatched,0.08681933491201249
unmatched,0.16502698107995462
unmatched,0.060759558220046805
unmatched,0.19448004352160803
unmatched,-0.027671128741126916
unmatched,0.09006543007388983
unmatched,0.09723521931238677
unmatched,-0.026397691013381082
unmatched,0.15208891058545096
unmatched,0.13944281339693243
unmatched,0.17904072083559666
unmatched,0.06500184884662613
unmatched,0.12817363012147454
unmatched,-0.0231965261155118
unmatched,0.09723670854300702
unmatched,0.16804110817101764
unmatched,0.19373388088050847
unmatched,-0.05493725473926369
unmatched,0.1136111050350797
unmatched,0.10887200991179583
unmatched,0.08308903535230738
unmatched,0.14203424425862954
unmatched,0.0830212426722971
unmatched,0.11914647538256674
unmatched,0.1403892648096416
unmatched,0.12426645688715791
unmatched,0.22335863643821713
unmatched,0.12352293228155055
unmatched,0.02393596834257348
unmatched,0.07420494916617955
unmatched,0.18395041843503881
unmatched,0.11066307335923001
unmatched,0.059004180425870044
unmatched,0.1210519215051221
unmatched,0.06924695882069663
unmatched,0.09835622923182324
unmatched,0.12810266944190804
unmatched,0.059276630128759375
unmatched,0.11720697242753318
unmatched,0.06813690711700617
unmatched,-0.03052190322019865
unmatched,0.1915642522123623
unmatched,0.11987520821077143
unmatched,0.05203007817329682
unmatched,0.07525084685483095
unmatched,0.1004989019603153
unmatched,0.11986715990318503
unmatched,0.03883241995687871
unmatched,0.1096790570795122
unmatched,0.155411634512061
unmatched,0.13936907142697177
unmatched,0.0492969866102375
unmatched,0.2453003255206152
unmatched,-0.0262032064056326
unmatched,0.08238678668753856
unmatched,0.07950127135142679
unmatched,0.14117816127429678
unmatched,0.09048088226110301
unmatched,0.12501600711810068
unmatched,0.06683841569076243
unmatched,0.10639206463176396
unmatched,0.022992821698562396
unmatched,0.09287209579987693
unmatched,0.14221573889506117
unmatched,0.0214456520485265
unmatched,0.1639971005081868
unmatched,0.07866126929948117
unmatched,0.12080616298493975
unmatched,0.10226921777666698
unmatched,0.22013151366404313
unmatched,0.16101405187459297
unmatched,-0.07126152792069272
unmatched,0.07530785812792484
unmatched,0.22905927837266415
unmatched,0.1563348364907712
unmatched,0.1720573476343859
unmatched,0.06903345057165539
unmatched,0.04480810104450271
unmatched,0.11351942750224772
unmatched,0.10899937593603352
unmatched,0.06332362727599958
unmatched,0.17902387389510913
unmatched,0.08117475000885914
unmatched,0.1459243185896941
unmatched,0.1246117056468724
unmatched,0.12327988462374978
unmatched,0.1408806389855462
unmatched,0.08412781661355127
unmatched,-0.0469238374043621
unmatched,0.026533919821840876
unmatched,0.04665469833872672
unmatched,0.09623202118088119
unmatched,0.13740610739636994
unmatched,0.14596993603039657
unmatched,0.16621104048765833
unmatched,0.06309953863207787
unmatched,0.17818926163024482
unmatched,0.06441560489100612
unmatched,0.050942386049300355
unmatched,0.11825890871244096
unmatched,0.11080472818290169
unmatched,-0.041744310017151065
unmatched,0.1652525161557648
unmatched,0.02606352219407923
unmatched,0.15304430862189927
unmatched,0.0782659139218085
unmatched,0.06563534299411192
unmatched,0.14878205286660925
unmatched,0.16961014444435485
unmatched,0.09609206778241984
unmatched,-0.04929486874905116
unmatched,-0.015396123823842346
unmatched,0.09268064868955773
unmatched,0.06775098801533926
unmatched,0.2193663006724856
unmatched,0.11499903524025641
unmatched,-0.01058767016786389
unmatched,0.06977043344034668
unmatched,0.12504592078563076
unmatched,0.011909784932826167
unmatched,0.14683436921891346
unmatched,0.1596131941552116
unmatched,0.11891101341274617
unmatched,0.16367768693619836
unmatched,0.09498176525844189
unmatched,0.07062785598338772
unmatched,0.054067773628323205
unmatched,0.14462374141507056
unmatched,0.18320783638981988
unmatched,-0.05432428165057888
unmatched,0.05624548033840211
unmatched,0.0902873477270655
unmatched,0.12316137806203684
unmatched,0.1616602519134018
unmatched,0.11989802083389317
unmatched,0.010250175446455465
unmatched,0.036646526718537686
unmatched,0.1269449798047314
unmatched,0.24422916127554517
unmatched,0.03145026263753613
unmatched,0.10885563848668176
unmatched,0.08406442749305389
unmatched,0.17383960237593463
unmatched,-0.03874261100156962
unmatched,0.2732820597219011
unmatched,0.1812726092102167
unmatched,0.12865264963669423
unmatched,0.11120292138182782
unmatched,0.041738541922802214
unmatched,0.14778389348379312
unmatched,0.08033646802103372
unmatched,-0.06750864879440378
unmatched,0.18309300950710705
unmatched,0.0992411050203884
unmatched,0.08774288376477299
unmatched,0.07162401621570878
unmatched,0.0978465686989177
unmatched,0.11512275397826285
unmatched,0.21399715382927834
unmatched,-0.060010280353803534
unmatched,0.1603550651666756
unmatched,0.1514156429265477
unmatched,0.13249436679869814
unmatched,0.25410923226531845
unmatched,0.1352076277447563
unmatched,0.04980695050163669
unmatched,-0.008321680532885904
unmatched,0.036070785766338855
unmatched,0.04216458012846514
unmatched,0.08251354633859787
unmatched,0.01583463279913437
unmatched,0.0724247605915572
unmatched,0.1584749360951339
unmatched,0.006304986101913415
unmatched,0.13779982830217452
unmatched,-0.010502088365527523
unmatched,-0.02852107244739494
unmatched,0.06919146061475194
unmatched,0.19588860047480694
unmatched,0.11065276687502312
unmatched,0.21961666429110152
unmatched,0.06692490214904037
unmatched,0.19159791242917926
unmatched,0.009572244662866046
unmatched,0.15156881141694564
unmatched,0.16345786686617333
unmatched,-0.060727147382647416
unmatched,0.04458814345334804
unmatched,0.006528353963164721
unmatched,0.0738737997737136
unmatched,0.037529928219260746
unmatched,0.11578209947585731
unmatched,0.09020036869645204
unmatched,-0.0019359048055023094
unmatched,0.1075096720676472
unmatched,0.12034599125987525
unmatched,0.1327700083528837
unmatched,0.14070378320550417
unmatched,0.07800866131973898
unmatched,0.19418027620320188
unmatched,0.1029709235050963
unmatched,0.04009190287037791
unmatched,0.1613316877630363
unmatched,0.13106991604606832
unmatched,0.12132132903517974
unmatched,0.19840607165448615
unmatched,0.265446007317149
unmatched,0.04889851884124001
unmatched,0.07608228331466767
unmatched,0.1295759083973902
unmatched,0.059413250430825806
unmatched,0.06816474923650126
unmatched,0.020878930489150883
unmatched,0.048538710737611714
unmatched,0.10065190581209786
unmatched,0.03779723847939586
unmatched,0.09223103506719935
unmatched,0.04852816256918304
unmatched,0.10589932577039697
unmatched,0.19132813002117216
unmatched,0.06816131344502217
unmatched,0.14304778058230616
unmatched,0.1256587398700526
unmatched,0.0539412643533748
unmatched,0.11036446481452535
unmatched,0.06712912799575907
unmatched,0.17809321161398706
unmatched,0.1976406347439803
unmatched,0.15815405904800375
unmatched,0.12160784082800379
unmatched,0.055893671222054825
unmatched,0.1139813419973468
unmatched,0.10062304164956161
unmatched,0.013008595528273555
unmatched,0.18987697607581175
unmatched,0.020922245389421328
unmatched,0.15367311417705976
unmatched,0.012279071169423908
unmatched,0.11821817494516795
unmatched,0.05636631132772007
unmatched,0.06487228178908383
unmatched,0.0756104129580792
unmatched,0.12493647728938219
unmatched,0.13149987078806144
unmatched,0.09983682524361695
unmatched,0.2924340202697026
unmatched,0.04684469514905702
unmatched,-0.011205368011843835
unmatched,0.15496324269185063
unmatched,0.21387118824436227
unmatched,0.16244600831045464
unmatched,0.044332626229521506
unmatched,0.055607385783783526
unmatched,0.12349648578758941
unmatched,0.14265151741967863
unmatched,0.15957139827499214
unmatched,0.23825139192748665
unmatched,0.09792970060633033
unmatched,0.05452614272414964
unmatched,0.03049517871590713
unmatched,-0.04433856931096829
unmatched,-0.026789667059807558
unmatched,0.19714351769500751
unmatched,-0.05970649128415919
unmatched,0.13985426448235375
unmatched,0.11023668134255457
unmatched,-0.04395196223797073
unmatched,0.1458874846460736
unmatched,0.2029081603019653
unmatched,0.09140998326146164
unmatched,0.08404103431671203
unmatched,0.08073052779110906
unmatched,-0.03739459303496782
unmatched,-0.011760070243732379
unmatched,0.15658180958384013
unmatched,0.10259705879051131
unmatched,0.04183677844923366
unmatched,0.10544339690184129
unmatched,0.07587163206883978
unmatched,0.13798164478466304
unmatched,0.09356177219560176
unmatched,0.05881640599972594
unmatched,0.19358984617733077
unmatched,0.20013165150108686
unmatched,0.12414086683170555
unmatched,0.023431207694745645
unmatched,0.06120629017641392
unmatched,0.08654159276083473
unmatched,0.16271281041465097
unmatched,0.139257889230049
unmatched,0.14308978321501578
unmatched,0.0878800385498817
unmatched,0.036741216834581446
unmatched,0.05887390801875987
unmatched,0.025822130831644547
unmatched,0.050595605564612504
unmatched,0.10382485486233915
unmatched,0.11271894529270124
unmatched,0.18889488283197628
unmatched,0.07493660741833381
unmatched,0.13677038725118035
unmatched,0.2050043998975576
unmatched,0.11229289627865917
unmatched,0.07232536418995578
unmatched,0.24888825030370532
unmatched,0.188933032126212
unmatched,0.17696799310761885
unmatched,0.20885223637019776
unmatched,0.2561228801127829
unmatched,0.10538750302421114
unmatched,-0.024714781690917474
unmatched,0.018695195421441727
unmatched,0.20847505357565993
unmatched,0.1433025633725931
unmatched,-0.016453079115649718
unmatched,0.18826792098159328
unmatched,0.08958530942319343
unmatched,0.12757919167514395
unmatched,0.22412213635659606
unmatched,0.1916621229363651
unmatched,0.09449465901181353
unmatched,0.1713915168290954
unmatched,0.18429677171131437
unmatched,0.06832407557104923
unmatched,0.12672152687157945
unmatched,0.09704593703095392
unmatched,0.12588082037241824
unmatched,0.09356754626949895
unmatched,0.08188025006252843
unmatched,0.22951868391718708
unmatched,0.07502101895744558
unmatched,0.1413267000090487
unmatched,0.041845601223653175
unmatched,0.11001620165034584
unmatched,0.14227795615773045
unmatched,0.02262624123547546
unmatched,0.12303283123052959
unmatched,0.12691637766404262
unmatched,0.16245212911395493
unmatched,0.2411531871563359
unmatched,0.06567033763123334
unmatched,0.21487740856381327
unmatched,-0.025634696449528444
unmatched,0.07362080216768656
unmatched,0.09657806266242683
unmatched,0.1664094856310589
unmatched,-0.07515389189090566
unmatched,0.07656439236745102
unmatched,0.10370698287177123
unmatched,0.05633736713030043
unmatched,0.07947372144797923
unmatched,0.14453544698618767
unmatched,0.07355279383962246
unmatched,-0.001292732306737944
unmatched,0.20719859407518867
unmatched,0.2863503409449768
unmatched,0.190759095074855
unmatched,0.16810066116865455
unmatched,0.16991427338142445
unmatched,0.06499696683904138
unmatched,0.12444090079324881
unmatched,0.09692559615899428
unmatched,0.1356944805295815
unmatched,0.16451708415445918
unmatched,0.19915348848225947
unmatched,0.12283515669853164
unmatched,0.014585913466841334
unmatched,0.022261457711419408
unmatched,0.1641816223669292
unmatched,0.19144398102718463
unmatched,0.10311179215212975
unmatched,0.24297650354969919
unmatched,-0.01673873881216073
unmatched,0.23043036040973852
unmatched,0.17385026174541485
unmatched,-0.014594872555881233
unmatched,0.03342920267431157
unmatched,0.15930509072762528
unmatched,0.07374812623887911
unmatched,0.0756078328476752
unmatched,0.18919312000485083
unmatched,0.1453024620976208
unmatched,0.07263696352218837
unmatched,-0.023512776780055648
unmatched,0.07176503382044527
unmatched,0.19114888774678063
unmatched,0.18602622976812128
unmatched,-0.12205265315816262
unmatched,0.015831322637357415
unmatched,0.06425220174172996
unmatched,0.23846335944865574
unmatched,0.17222579858263132
unmatched,0.048844750239733836
unmatched,0.1531896943608137
unmatched,0.1415424837253826
unmatched,0.11917853225844464
unmatched,0.12990480848410257
unmatched,0.025541289337011507
unmatched,0.06180430897325762
unmatched,0.07697117507119423
unmatched,0.06067689576210864
unmatched,0.0949935190387158
unmatched,0.06781644058409315
unmatched,0.22612581970946208
unmatched,0.07966202168734024
unmatched,0.1477036863853583
unmatched,0.06219948754861785
unmatched,0.05773153354521637
unmatched,0.1341900084512973
unmatched,0.14388763506328348
unmatched,0.03473463172497145
unmatched,0.18903566508522474
unmatched,0.15845569651140623
unmatched,0.18451710479622666
unmatched,0.14430013599925262
unmatched,0.13628124963716284
unmatched,0.09762239744095924
unmatched,0.016704316871151783
unmatched,0.09064928468132592
unmatched,0.06885793290599802
unmatched,0.1820054226465391
unmatched,0.03678454561218961
unmatched,-0.04287407912730138
unmatched,0.004393457218175743
unmatched,0.03667218714143109
unmatched,0.015892127987656577
unmatched,0.1444642612951224
unmatched,0.1829453582765405
unmatched,0.17906985778889348
unmatched,0.04458680074802124
unmatched,0.12186325103763947
unmatched,0.053079520799532175
unmatched,0.17242008717211071
unmatched,0.0028372674345984754
unmatched,0.0653133786065159
unmatched,-0.04810958333655732
unmatched,0.10589414645257161
unmatched,0.10639143624479838
unmatched,0.10542119811809107
unmatched,0.12798897657569863
unmatched,0.10982451509712031
unmatched,0.08561301118826084
unmatched,0.014874616561227058
unmatched,0.012962759084672003
unmatched,0.09651596638434971
unmatched,0.21166986995818318
unmatched,0.15852939899483118
unmatched,0.15803467842958052
unmatched,0.21945211485050806
unmatched,0.07468488234333621
unmatched,0.1807705947863238
unmatched,-0.0390772640916795
unmatched,0.12744870756809437
unmatched,0.19248723476674662
unmatched,0.08847059172146286
unmatched,-0.09210740552794491
unmatched,-0.024659882179795277
unmatched,-0.13189244877123202
unmatched,0.022562150851076497
unmatched,0.1323485101390064
unmatched,0.14543532853850713
unmatched,0.11644946469038167
unmatched,0.15081753906870016
unmatched,0.04022855633232538
unmatched,0.04133186772485879
unmatched,-0.037941478650501514
unmatched,0.013846203766946612
unmatched,0.17020827859549048
unmatched,0.031162904427844758
unmatched,0.18037029075480232
unmatched,0.058114834367115675
unmatched,-0.023641872983309706
unmatched,0.06612733415818052
unmatched,0.08870643047930864
unmatched,0.061823612778456556
unmatched,-0.03919412221565727
unmatched,0.144983186590928
unmatched,0.14720734303043856
unmatched,0.05999344080933582
unmatched,0.10595245200722611
unmatched,0.11721287604132209
unmatched,0.1195472742955587
unmatched,0.059452652440364906
unmatched,0.15688276488081657
unmatched,0.16696177583038305
unmatched,0.08596106757857315
unmatched,0.25782672924683897
unmatched,0.040600919100189516
unmatched,0.2078396015537736
unmatched,0.11355243649748308
unmatched,0.10034104008960519
unmatched,0.2531959499596135
unmatched,0.025397658706979118
unmatched,-0.015282812939113379
unmatched,0.08150143260022963
unmatched,0.024514339812007194
unmatched,0.01723270761733207
unmatched,0.18645208281141692
unmatched,0.19864593305095904
unmatched,0.11317976545710746
unmatched,0.1058989187887259
unmatched,0.1844222067318767
unmatched,0.029021482479398786
unmatched,0.07925317030047299
unmatched,0.20659061885282154
unmatched,0.19893269673699412
unmatched,0.07412983249595978
unmatched,0.20203752655751006
unmatched,0.126981422959689
unmatched,-0.0036307420597682894
unmatched,0.17685263999847467
unmatched,0.06289229823329917
unmatched,0.08019181417481674
unmatched,0.22748582842685106
unmatched,0.04299301983369554
unmatched,0.20830646008990447
unmatched,0.11102076934927307
unmatched,0.037719207873704745
unmatched,0.20640114500452475
unmatched,0.11943197610661835
unmatched,0.039568651891555576
unmatched,0.10063469655380254
unmatched,0.03584288166197922
unmatched,0.24041938876281985
unmatched,0.0545657145146825
unmatched,0.14283305493227674
unmatched,0.07144840380297747
unmatched,0.0001599325969033276
unmatched,0.0176604816220588
unmatched,0.0908944457961518
unmatched,0.040484523302358806
unmatched,0.19471447886423843
unmatched,0.024512902839244972
unmatched,0.16512093340761777
unmatched,0.21532962877158862
unmatched,-0.04908375031649131
unmatched,-0.06108529911268937
unmatched,0.11055015492141601
unmatched,0.11623939651276528
unmatched,0.21308927826464039
unmatched,0.15257165905156445
unmatched,0.03468341407484937
unmatched,0.19076739797550468
unmatched,0.04885255458808297
unmatched,-0.08846013878339462
unmatched,-0.04080283410543187
unmatched,0.1809148579059024
unmatched,0.03144158069646306
unmatched,0.08486830849282001
unmatched,0.02136799445809042
unmatched,-0.033113975996047304
unmatched,0.02061524718528048
unmatched,0.07369588502665875
unmatched,0.2370772851790938
unmatched,0.029705775669157837
unmatched,0.1317415580624597
unmatched,0.06864342552722348
unmatched,0.12834016683712868
unmatched,0.09273805233851258
