ensembl,dWT_n,dWT_med,dWT_v,dWT_vz,dWT_kons,iv_n,iv_med,iv_v,iv_vz,iv_kons,basis_med,pool_anteil,symbol,im_modul,ri
ENSG00000112146,16,-0.6156404237828865,12,-1,-0.5,16,0.7378803869407156,13,1,0.625,-0.10679122799441104,0.1875,FBXO9,False,
ENSG00000112149,15,0.0773940817960775,9,1,0.19999999999999996,15,-0.0146406959163883,8,-1,-0.06666666666666665,-0.186393582813907,0.4,CD83,False,
ENSG00000112159,16,-0.4325126541528325,9,-1,-0.125,16,-0.006942369020186301,8,1,0.0,-0.19223806068288413,0.3125,MDN1,False,
ENSG00000112167,16,0.2025195716599795,10,1,0.25,16,0.2834070904331305,9,1,0.125,-0.1688499754518905,0.375,SAYSD1,False,
ENSG00000112182,15,0.285447446221,10,1,0.33333333333333326,15,-0.496991802125176,12,-1,-0.6000000000000001,-0.413947792847254,0.4,BACH2,False,
ENSG00000112183,15,-0.104520383877944,8,-1,-0.06666666666666665,15,-0.504240457589094,11,-1,-0.46666666666666656,0.602872150424029,0.26666666666666666,RBM24,False,
ENSG00000112186,16,-0.7303606488735895,10,-1,-0.25,16,-0.4159069827070535,10,-1,-0.25,0.4701510252502405,0.25,CAP2,False,
ENSG00000112200,16,0.20820962070720875,10,1,0.25,16,-0.08935243775038976,10,-1,-0.25,-0.1053592649303141,0.375,ZNF451,False,
ENSG00000112208,16,-0.617438129560861,11,-1,-0.375,16,-0.0127616317032632,8,1,0.0,0.255683652291114,0.125,BAG2,False,
ENSG00000112210,16,-0.4427854130948605,11,-1,-0.375,16,0.21678082970282853,10,1,0.25,0.27776467792661,0.3125,RAB23,False,
ENSG00000112218,17,0.0579970195669893,9,1,0.05882352941176472,17,0.0580754755882393,10,1,0.17647058823529416,-0.0938851917115739,0.29411764705882354,GPR63,False,
ENSG00000112234,18,0.339296008517827,11,1,0.22222222222222232,18,0.3243764541559355,12,1,0.33333333333333326,-0.590558102653896,0.4444444444444444,FBXL4,False,
ENSG00000112237,16,-0.1800579423042005,10,-1,-0.25,16,0.267807945808251,10,1,0.25,0.10125287570539195,0.125,CCNC,False,
ENSG00000112242,16,-0.5438945759541645,11,-1,-0.375,16,-0.237435612734674,9,-1,-0.125,0.5648941377969285,0.1875,E2F3,False,
ENSG00000112246,16,0.137895459315869,10,1,0.25,16,-0.29804715381624847,9,-1,-0.125,-0.2752736342244945,0.375,SIM1,False,
ENSG00000112249,16,-0.3088193507361845,11,-1,-0.375,16,0.00518785352539865,8,1,0.0,-0.0603993428816177,0.1875,ASCC3,False,
ENSG00000112282,16,-0.202026275980992,10,-1,-0.25,16,0.03469398312573145,9,1,0.125,-0.12285073248037355,0.25,MED23,False,
ENSG00000112290,16,0.3045781269716335,11,1,0.375,16,-0.2348021390652155,10,-1,-0.25,-0.6600972356095456,0.4375,WASF1,False,
ENSG00000112294,15,0.160296801631143,8,1,0.06666666666666665,15,0.395176584049209,10,1,0.33333333333333326,0.25333754260747,0.4,ALDH5A1,False,
ENSG00000112304,16,-0.037159683017729296,9,-1,-0.125,16,0.22142383823503947,9,1,0.125,-0.3412532841234095,0.4375,ACOT13,False,
ENSG00000112305,16,-0.27478693064908954,9,-1,-0.125,16,0.5218768641587366,11,1,0.375,0.07336882196379295,0.1875,SMAP1,False,
ENSG00000112306,18,0.27195704687510547,12,1,0.33333333333333326,18,0.4826017843913555,11,1,0.22222222222222232,-0.445290938666723,0.4444444444444444,RPS12,False,
ENSG00000112308,16,-0.61011325703089,11,-1,-0.375,16,-0.4490210796869125,13,-1,-0.625,0.1705959323051625,0.25,C6orf62,False,
ENSG00000112312,16,-0.3059442098251598,8,1,0.0,16,0.39853493471247436,8,1,0.0,0.3199555296746805,0.3125,GMNN,False,
ENSG00000112320,16,0.20850501962107099,9,1,0.125,16,-0.08678172452795185,9,-1,-0.125,8.530824177794757e-05,0.25,SOBP,False,
ENSG00000112335,16,-0.290859281573399,10,-1,-0.25,16,0.6027619845593726,12,1,0.5,0.2890093161122793,0.3125,SNX3,False,
ENSG00000112339,16,-0.9618339302946246,12,-1,-0.5,16,-0.058193689159851944,8,1,0.0,0.4144780259755345,0.125,HBS1L,False,
ENSG00000112343,16,1.3611859978581449,13,1,0.625,16,-0.257696031283001,10,-1,-0.25,-0.882795810344464,0.75,TRIM38,False,
ENSG00000112357,16,0.26121324788640854,10,1,0.25,16,0.2438097989022359,8,1,0.0,-0.2918629249570745,0.375,PEX7,False,
ENSG00000112365,18,0.6678708185340105,14,1,0.5555555555555556,18,-0.5955080855308326,12,-1,-0.33333333333333326,-0.4450564020001355,0.5555555555555556,ZBTB24,False,
ENSG00000112367,16,-0.1922759659637968,9,-1,-0.125,16,0.229645516581522,9,1,0.125,0.14229081363703,0.3125,FIG4,False,
ENSG00000112378,16,0.195754357429374,9,1,0.125,16,0.157010240016633,12,1,0.5,-0.037461787000106446,0.375,PERP,False,
ENSG00000112379,15,-0.26363289423576,9,-1,-0.19999999999999996,15,0.126627828706496,8,1,0.06666666666666665,-0.09475830636483,0.2,ARFGEF3,False,
ENSG00000112406,18,1.222632908613205,11,1,0.22222222222222232,18,0.07750669717932045,12,1,0.33333333333333326,-0.770352326611947,0.6111111111111112,HECA,False,
ENSG00000112419,16,0.6198547512887209,10,1,0.25,16,-0.16529572167711748,11,-1,-0.375,-0.6500711253789364,0.5625,PHACTR2,False,
ENSG00000112425,16,0.7360145439769354,11,1,0.375,16,0.0956146799085982,10,1,0.25,-0.41647828061071845,0.5625,EPM2A,False,
ENSG00000112473,15,-0.908099293128875,9,-1,-0.19999999999999996,15,0.395711884613569,10,1,0.33333333333333326,0.462749250834042,0.2,SLC39A7,False,
ENSG00000112511,16,-0.10526401451086889,9,-1,-0.125,16,0.06279300036207056,8,1,0.0,-0.1072482464135423,0.25,PHF1,False,
ENSG00000112514,16,-1.0470096095223949,12,-1,-0.5,16,0.583509920789284,11,1,0.375,0.613342212547472,0.1875,CUTA,False,
ENSG00000112531,16,0.349005472695186,12,1,0.5,16,-0.0981082730569357,9,-1,-0.125,-0.625748249817239,0.3125,QKI,False,
ENSG00000112541,15,0.213577288070162,8,1,0.06666666666666665,15,0.257254710092722,9,1,0.19999999999999996,-0.335040332955562,0.26666666666666666,PDE10A,False,
ENSG00000112561,16,-0.06437906334142321,8,1,0.0,16,0.668937474768923,9,1,0.125,-0.0299879283141629,0.375,TFEB,False,
ENSG00000112576,16,1.622476187923875,15,1,0.875,16,0.297322177746125,10,1,0.25,-0.6223575203816195,0.875,CCND3,True,1.0
ENSG00000112578,16,-0.20568644060722802,11,-1,-0.375,16,-0.17687098930636752,10,-1,-0.25,0.14137620970000875,0.125,BYSL,False,
ENSG00000112584,16,0.4242892237317045,14,1,0.75,16,0.200012422489114,11,1,0.375,-0.529288893016082,0.4375,FAM120B,False,
ENSG00000112592,16,0.1851825184749355,9,1,0.125,16,-0.0743058443180766,9,-1,-0.125,-0.12011290295287465,0.3125,TBP,False,
ENSG00000112599,17,-0.0821108463168401,9,-1,-0.05882352941176472,17,-0.729583133931224,12,-1,-0.41176470588235303,-0.104507493785078,0.29411764705882354,GUCA1B,False,
ENSG00000112619,15,-0.203778686916849,11,-1,-0.46666666666666656,15,0.257484704092958,10,1,0.33333333333333326,-0.354561662563307,0.2,PRPH2,False,
ENSG00000112640,16,-0.4547317334260435,12,-1,-0.5,16,0.09265555239091536,9,1,0.125,0.6612899029721444,0.125,PPP2R5D,False,
ENSG00000112651,16,-1.1773804137022652,10,-1,-0.25,16,0.4109263454955555,11,1,0.375,0.5903304638434155,0.3125,MRPL2,False,
ENSG00000112655,16,0.27694359827949,10,1,0.25,16,-0.0849895331711571,9,-1,-0.125,-0.5431098119389279,0.4375,PTK7,False,
ENSG00000112658,18,-0.14321221063942055,10,-1,-0.11111111111111116,18,-0.0210784253410913,11,-1,-0.22222222222222232,0.00619472724763075,0.3333333333333333,SRF,False,
ENSG00000112659,16,0.055539596675706696,9,1,0.125,16,-0.0003460458058335003,8,1,0.0,-0.1954146324704085,0.375,CUL9,False,
ENSG00000112667,16,-0.348039823866361,11,-1,-0.375,16,0.20495286867721052,10,1,0.25,0.2704107981716045,0.125,DNPH1,False,
ENSG00000112679,16,0.998581751643759,15,1,0.875,16,0.00406161018210649,8,1,0.0,-0.82646274579694,0.8125,DUSP22,True,1.0
ENSG00000112685,16,-0.00225321377007395,8,1,0.0,16,-0.053373450465999506,8,1,0.0,-0.002213843144950517,0.1875,EXOC2,False,
ENSG00000112695,16,-0.153256127498372,11,-1,-0.375,16,-0.019450635185085996,8,1,0.0,0.09018465366372805,0.3125,COX7A2,False,
ENSG00000112697,16,-0.455000012468199,13,-1,-0.625,16,0.2010191071676931,10,1,0.25,0.394919912140162,0.1875,TMEM30A,False,
ENSG00000112699,16,-0.154601744916123,9,-1,-0.125,16,0.220710259259377,9,1,0.125,0.304442506280781,0.25,GMDS,False,
ENSG00000112701,16,0.08745895184175384,10,1,0.25,16,-0.577743409507889,9,-1,-0.125,-0.2892777109118245,0.25,SENP6,False,
ENSG00000112715,16,-0.857157767234306,13,-1,-0.625,16,-0.2150395904786,10,-1,-0.25,0.5065480383575885,0.125,VEGFA,False,
ENSG00000112742,16,-0.649854247397021,11,-1,-0.375,16,-0.0411805321768092,8,1,0.0,0.329762912206923,0.1875,TTK,False,
ENSG00000112759,16,-0.11908737101051725,9,-1,-0.125,16,-0.0891421663466368,8,1,0.0,-0.31654883291356195,0.4375,SLC29A1,False,
ENSG00000112763,16,0.011603917971815494,8,1,0.0,16,-0.5192061363073065,12,-1,-0.5,-0.089778191237541,0.375,BTN2A1,False,
ENSG00000112769,16,-0.5012581470755405,11,-1,-0.375,16,-0.0638336591750595,8,1,0.0,0.365289898367739,0.25,LAMA4,False,
ENSG00000112787,16,0.283862414266452,9,1,0.125,16,-0.33458512778649596,10,-1,-0.25,0.012049865000385504,0.375,FBRSL1,False,
ENSG00000112837,16,-0.3996274054729885,10,-1,-0.25,16,-0.6224629785776885,11,-1,-0.375,-0.08758761542746774,0.1875,TBX18,False,
ENSG00000112852,16,-0.454345142424313,11,-1,-0.375,16,0.43921845074989796,13,1,0.625,0.4220419006380395,0.125,PCDHB2,False,
ENSG00000112855,16,-0.6499025419626995,11,-1,-0.375,16,-0.47321610744244796,12,-1,-0.5,0.4666364126502755,0.25,HARS2,False,
ENSG00000112874,16,0.1488168010916395,10,1,0.25,16,-0.5507619285534845,10,-1,-0.25,-0.3115295704580235,0.4375,NUDT12,False,
ENSG00000112877,17,-0.755981752820777,11,-1,-0.2941176470588236,17,0.270620260364537,10,1,0.17647058823529416,0.391608496642431,0.17647058823529413,CEP72,False,
ENSG00000112893,16,-0.11556966340570915,8,1,0.0,16,0.10408321709207802,8,1,0.0,-0.0732504208568013,0.375,MAN2A1,False,
ENSG00000112902,16,-0.6928395091364935,10,-1,-0.25,16,0.17298744124081983,9,1,0.125,0.04460909448523105,0.375,SEMA5A,False,
ENSG00000112964,15,0.78097018329707,10,1,0.33333333333333326,15,0.850553934570516,10,1,0.33333333333333326,-0.508828942002529,0.6,GHR,False,
ENSG00000112972,16,0.06327382058827516,8,1,0.0,16,-0.4586172750500065,9,-1,-0.125,-0.35091607639694,0.375,HMGCS1,False,
ENSG00000112977,16,0.05411144358136655,9,1,0.125,16,-0.0182719439334784,8,1,0.0,-0.208163623048401,0.3125,DAP,False,
ENSG00000112981,16,0.329771917868822,10,1,0.25,16,0.8506755711315666,12,1,0.5,-0.207240063877137,0.4375,NME5,False,
ENSG00000112983,16,-0.1298293219426989,9,-1,-0.125,16,0.0413904101654544,9,1,0.125,0.019897683829257454,0.0625,BRD8,False,
ENSG00000112984,16,-0.47797788212133396,11,-1,-0.375,16,-0.281299587872865,11,-1,-0.375,0.4955317037713435,0.1875,KIF20A,False,
ENSG00000112992,16,-0.09690599798816801,8,1,0.0,16,-0.121434356250019,9,-1,-0.125,-0.365651737963705,0.4375,NNT,False,
ENSG00000112996,16,0.49900798364870447,11,1,0.375,16,-0.16261178544536253,9,-1,-0.125,-0.315808696798756,0.5,MRPS30,False,
ENSG00000113013,16,-0.5280146264155829,10,-1,-0.25,16,-0.1631387885739175,8,1,0.0,0.30727994696524497,0.125,HSPA9,False,
ENSG00000113048,16,-0.1841619275018917,8,1,0.0,16,0.13540555949464106,9,1,0.125,0.249892920125779,0.3125,MRPS27,False,
ENSG00000113068,16,-0.7192988873175414,10,-1,-0.25,16,-0.5640785133331434,12,-1,-0.5,0.5036517963205714,0.1875,PFDN1,False,
ENSG00000113070,18,-0.9584536572950735,12,-1,-0.33333333333333326,18,-0.4379850608022475,14,-1,-0.5555555555555556,0.830278920485703,0.3333333333333333,HBEGF,False,
ENSG00000113083,16,0.4459594289287775,10,1,0.25,16,0.09622720638522575,10,1,0.25,-0.3612401155755225,0.375,LOX,False,
ENSG00000113108,16,0.8201413287793505,13,1,0.625,16,-0.26562276075483504,9,-1,-0.125,-0.6068757825097719,0.625,APBB3,False,
ENSG00000113119,16,0.591797367637798,9,1,0.125,16,-0.2512025331579565,10,-1,-0.25,-0.5469238909652165,0.5,TMCO6,False,
ENSG00000113140,16,0.6403509384297279,10,1,0.25,16,0.09183567712163195,9,1,0.125,-0.2608911399975085,0.5625,SPARC,False,
ENSG00000113141,16,-0.24862278515341238,9,-1,-0.125,16,-0.10825645563176281,9,-1,-0.125,-0.11121524181555005,0.375,IK,False,
ENSG00000113161,16,-0.693430071706634,12,-1,-0.5,16,-0.461401435692243,9,-1,-0.125,0.4441907779119375,0.25,HMGCR,False,
ENSG00000113194,16,-0.0800612195463767,10,-1,-0.25,16,0.07707102208741146,8,1,0.0,-0.11958987784241451,0.1875,FAF2,False,
ENSG00000113205,15,-0.34428460307989,10,-1,-0.33333333333333326,15,0.421749231148168,12,1,0.6000000000000001,0.375792034282232,0.26666666666666666,PCDHB3,False,
ENSG00000113209,16,-0.3700435397418343,9,-1,-0.125,16,0.0286930826044664,9,1,0.125,0.36804491132816297,0.1875,PCDHB5,False,
ENSG00000113211,16,0.4209902089799,11,1,0.375,16,-0.27343057861035003,10,-1,-0.25,-0.20229745216244,0.5,PCDHB6,False,
ENSG00000113212,16,0.5094043788518205,9,1,0.125,16,-0.059093626601153346,9,-1,-0.125,0.09438918491384496,0.5,PCDHB7,False,
ENSG00000113240,16,1.0278296114788699,10,1,0.25,16,0.0004609413088720489,8,1,0.0,-0.9108777140283085,0.625,CLK4,False,
ENSG00000113248,16,-0.354547190875985,10,-1,-0.25,16,0.11087631422200275,11,1,0.375,-0.0398689598488816,0.125,PCDHB15,False,
ENSG00000113269,16,0.9151669725674294,13,1,0.625,16,0.298535522129377,11,1,0.375,-0.7341635489364975,0.625,RNF130,False,
ENSG00000113272,16,0.272701170305798,10,1,0.25,16,0.1729825534948315,9,1,0.125,0.01492808544450935,0.375,THG1L,False,
ENSG00000113273,16,-0.0659551641937038,9,-1,-0.125,16,0.0907955907881692,9,1,0.125,0.06863828349819134,0.375,ARSB,False,
ENSG00000113282,16,-0.622464904181491,10,-1,-0.25,16,0.157238779022007,9,1,0.125,0.1743236132059435,0.1875,CLINT1,False,
ENSG00000113296,15,-0.491459466663704,10,-1,-0.33333333333333326,15,-0.0568216433874956,8,-1,-0.06666666666666665,-0.0467684405593121,0.26666666666666666,THBS4,False,
ENSG00000113300,16,-0.4729894471470775,12,-1,-0.5,16,-0.8785905601309385,11,-1,-0.375,0.1800637486332825,0.25,CNOT6,False,
ENSG00000113312,16,-0.39020417892641,11,-1,-0.375,16,0.35234312877219154,9,1,0.125,0.3857728552408345,0.125,TTC1,False,
ENSG00000113318,16,-0.47024480935964097,10,-1,-0.25,16,-0.24647544568483198,10,-1,-0.25,0.14875734943490684,0.25,MSH3,False,
ENSG00000113319,15,0.408921263791374,12,1,0.6000000000000001,15,-0.0548759038549529,9,-1,-0.19999999999999996,-0.487298884790233,0.4,RASGRF2,False,
ENSG00000113328,16,0.0420583597485124,9,1,0.125,16,0.0731272080870901,10,1,0.25,0.34980961705822855,0.375,CCNG1,False,
ENSG00000113356,16,-0.7656137507657745,12,-1,-0.5,16,0.1132402416060608,10,1,0.25,0.3854459094858085,0.1875,POLR3G,False,
ENSG00000113360,16,-0.6067727752392875,10,-1,-0.25,16,-0.0757256337632038,9,-1,-0.125,0.30307433090103053,0.125,DROSHA,False,
ENSG00000113361,16,-0.9369747083589375,12,-1,-0.5,16,0.05137707702107055,9,1,0.125,0.415851833930291,0.1875,CDH6,False,
ENSG00000113368,16,-0.7479290765565165,12,-1,-0.5,16,-0.07554590157304615,9,-1,-0.125,0.506369085537977,0.125,LMNB1,False,
ENSG00000113369,18,-0.0953948128857671,10,-1,-0.11111111111111116,18,-0.0907789094131445,10,-1,-0.11111111111111116,-0.1816135118898225,0.3888888888888889,ARRDC3,False,
ENSG00000113384,16,1.073470429108287,13,1,0.625,16,0.230322924537059,11,1,0.375,-0.9834234895374556,0.75,GOLPH3,False,
ENSG00000113387,16,-0.2063448731358165,9,-1,-0.125,16,-0.06449720654401715,10,-1,-0.25,0.16145517372856774,0.1875,SUB1,False,
ENSG00000113389,16,1.629883383918445,12,1,0.5,16,-0.13777921133502452,11,-1,-0.375,-0.8605707297083665,0.6875,NPR3,False,
ENSG00000113441,16,0.5004506616309985,9,1,0.125,16,-0.04372889873853645,8,1,0.0,-0.16158818215293874,0.5,LNPEP,False,
ENSG00000113448,16,0.205252480214328,11,1,0.375,16,0.06258620238614435,8,1,0.0,-0.5437458696987439,0.4375,PDE4D,False,
ENSG00000113456,16,0.5969065935053695,10,1,0.25,16,0.30071450712267,9,1,0.125,-0.42186264897964854,0.5625,RAD1,False,
ENSG00000113460,16,-0.1954425177851505,11,-1,-0.375,16,-0.050276495963843856,8,1,0.0,-0.0350144685971195,0.125,BRIX1,False,
ENSG00000113494,15,0.588736279916567,10,1,0.33333333333333326,15,-0.184235414055175,9,-1,-0.19999999999999996,-0.062250981278802,0.5333333333333333,PRLR,False,
ENSG00000113504,15,0.0430826294515388,9,1,0.19999999999999996,15,0.0250146805689451,8,1,0.06666666666666665,0.0554056645992292,0.3333333333333333,SLC12A7,False,
ENSG00000113522,16,0.15667831907355956,9,1,0.125,16,-0.0879259161609542,8,1,0.0,-0.218180983580017,0.375,RAD50,False,
ENSG00000113532,16,0.22384048920491154,9,1,0.125,16,0.6259299994322385,11,1,0.375,-0.0372003779583264,0.375,ST8SIA4,False,
ENSG00000113552,16,0.38458121366910747,9,1,0.125,16,-0.21950726295745898,11,-1,-0.375,-0.402935453973856,0.5,GNPDA1,False,
ENSG00000113558,16,-0.24197977047778998,9,-1,-0.125,16,0.390295827232493,12,1,0.5,0.257805703018742,0.375,SKP1,False,
ENSG00000113569,16,-0.6118738782763685,13,-1,-0.625,16,-0.2934710690715115,11,-1,-0.375,0.4250273870788115,0.125,NUP155,False,
ENSG00000113575,15,-0.500989713005256,10,-1,-0.33333333333333326,15,-0.268379106361288,10,-1,-0.33333333333333326,0.471557152855766,0.2,PPP2CA,False,
ENSG00000113578,16,-0.885534704536484,10,-1,-0.25,16,0.1368687331513248,9,1,0.125,0.6636851152951425,0.25,FGF1,False,
ENSG00000113580,16,-0.3278435449341735,10,-1,-0.25,16,-0.886161931463899,13,-1,-0.625,0.137758321775661,0.3125,NR3C1,False,
ENSG00000113583,18,0.33287576172413547,12,1,0.33333333333333326,18,-0.16284471206192305,10,-1,-0.11111111111111116,-0.2651315189472,0.4444444444444444,C5orf15,False,
ENSG00000113593,16,0.49464739611844555,12,1,0.5,16,0.1501971720672825,9,1,0.125,-0.7723301814385655,0.5,PPWD1,False,
ENSG00000113594,16,0.379873867822009,11,1,0.375,16,0.06915933862728549,8,1,0.0,-0.4223815694067165,0.4375,LIFR,False,
ENSG00000113595,16,0.37420914278657885,9,1,0.125,16,0.012029368005519448,8,1,0.0,-0.4597998286907725,0.5,TRIM23,False,
ENSG00000113597,16,-0.0487972163982265,10,-1,-0.25,16,-0.06604927400555076,8,1,0.0,-0.2440063741006505,0.3125,TRAPPC13,False,
ENSG00000113615,16,-0.3997634337251855,9,-1,-0.125,16,0.26762216090473145,9,1,0.125,0.058446876259154096,0.1875,SEC24A,False,
ENSG00000113621,16,0.3485684072634835,11,1,0.375,16,0.435825047803553,10,1,0.25,-0.48493811737385406,0.4375,TXNDC15,False,
ENSG00000113638,16,0.546206514952349,11,1,0.375,16,0.0035534700397468963,8,1,0.0,-0.73486918230031,0.5,TTC33,False,
ENSG00000113645,16,-0.19431605282167014,10,-1,-0.25,16,-0.305357986534125,13,-1,-0.625,0.6432879374982174,0.25,WWC1,False,
ENSG00000113649,16,-0.993866944221409,9,-1,-0.125,16,-0.4608204508141875,12,-1,-0.5,0.4541200593198455,0.1875,TCERG1,False,
ENSG00000113657,16,-0.1333049762566325,8,1,0.0,16,0.0237265634521594,8,1,0.0,-0.0358784588850192,0.3125,DPYSL3,False,
ENSG00000113658,16,0.1566409716296985,10,1,0.25,16,-0.1843410611624914,10,-1,-0.25,-0.051498737894077495,0.3125,SMAD5,False,
ENSG00000113712,16,0.1018602460962239,8,1,0.0,16,-0.298808731326901,11,-1,-0.375,-0.0205289324564333,0.375,CSNK1A1,False,
ENSG00000113716,16,-0.25207867805499,9,-1,-0.125,16,-0.1443622771703171,9,-1,-0.125,-0.08375482616485,0.375,HMGXB3,False,
ENSG00000113719,16,1.119794165406258,13,1,0.625,16,-0.06064485455950996,8,1,0.0,-0.3836202183697505,0.6875,ERGIC1,False,
ENSG00000113721,16,0.589783253567874,15,1,0.875,16,0.0674266282565909,9,1,0.125,-0.7968057201337545,0.625,PDGFRB,False,
ENSG00000113732,18,0.550633301337131,13,1,0.4444444444444444,18,0.1716243450859547,11,1,0.22222222222222232,-0.278310316368224,0.5555555555555556,ATP6V0E1,False,
ENSG00000113734,16,-0.08302311918077165,9,-1,-0.125,16,0.253127941015047,10,1,0.25,0.0386520943476962,0.3125,BNIP1,False,
ENSG00000113739,16,0.0678881903148967,9,1,0.125,16,-0.3368896093186045,9,-1,-0.125,-0.28631287530606,0.375,STC2,False,
ENSG00000113742,16,0.426980893634845,9,1,0.125,16,0.19855649219265498,9,1,0.125,-0.6358287028279146,0.5,CPEB4,False,
ENSG00000113758,16,-0.3983202530226055,12,-1,-0.5,16,-0.0935730109390393,10,-1,-0.25,0.6797089502759135,0.0625,DBN1,False,
ENSG00000113761,16,0.04095798892876225,9,1,0.125,16,0.02924079392477335,9,1,0.125,-0.312574432553746,0.3125,ZNF346,False,
ENSG00000113790,16,0.292205168964586,9,1,0.125,16,-0.2534610642404685,9,-1,-0.125,-0.44340708160118547,0.4375,EHHADH,False,
ENSG00000113805,16,0.664722424341438,11,1,0.375,16,-0.5738134980232775,9,-1,-0.125,-0.3362010433286455,0.5625,CNTN3,False,
ENSG00000113810,16,-0.605811186458626,12,-1,-0.5,16,-0.26991362944258795,8,1,0.0,0.145661079613863,0.25,SMC4,False,
ENSG00000113812,16,-0.2206199783821355,12,-1,-0.5,16,-0.0083478994737372,9,-1,-0.125,0.004631666223045,0.1875,ACTR8,False,
ENSG00000113838,16,0.602360522393669,10,1,0.25,16,-0.13208486663987007,9,-1,-0.125,-0.8832571273800955,0.5,TBCCD1,False,
ENSG00000113845,16,-0.17379597683600695,8,1,0.0,16,0.576470758911706,11,1,0.375,-0.164549801762367,0.25,TIMMDC1,False,
ENSG00000113851,16,0.7257794595040941,11,1,0.375,16,0.11573391405621605,9,1,0.125,-0.434066933843816,0.5625,CRBN,False,
ENSG00000113916,16,1.06881482214323,15,1,0.875,16,0.736904359553525,9,1,0.125,-0.8242277214970679,0.875,BCL6,True,1.0
ENSG00000113966,16,0.482344691143227,11,1,0.375,16,0.09390124743315009,9,1,0.125,-0.25912108092152814,0.4375,ARL6,False,
ENSG00000113971,15,0.470942609263218,13,1,0.7333333333333334,15,-0.303193200199002,10,-1,-0.33333333333333326,-0.2307197619375,0.4666666666666667,NPHP3,False,
ENSG00000114019,16,-0.1176508899960658,9,-1,-0.125,16,-0.08001179264452404,10,-1,-0.25,-0.25627969486137747,0.375,AMOTL2,False,
ENSG00000114021,16,-0.273513435575957,9,-1,-0.125,16,0.363090644125374,10,1,0.25,-0.1308961115358987,0.375,NIT2,False,
ENSG00000114023,16,-0.0677150989086393,8,1,0.0,16,0.25464790766868833,9,1,0.125,0.118463932159174,0.3125,FAM162A,False,
ENSG00000114026,16,0.1919324868721415,10,1,0.25,16,0.0275496665763864,9,1,0.125,-0.165619477736168,0.375,OGG1,False,
ENSG00000114030,16,0.22171434270433998,10,1,0.25,16,-0.23282407499883845,9,-1,-0.125,-0.2571371932858904,0.375,KPNA1,False,
ENSG00000114054,16,-1.387103445749195,11,-1,-0.375,16,-0.08108001169036895,8,1,0.0,0.822353381630587,0.0625,PCCB,False,
ENSG00000114062,16,0.163273931733269,9,1,0.125,16,-0.088391507305006,9,-1,-0.125,0.0174935965732401,0.0625,UBE3A,False,
ENSG00000114098,16,1.59166714113286,13,1,0.625,16,-0.0637062103445506,10,-1,-0.25,-1.14085340781818,0.8125,ARMC8,False,
ENSG00000114107,18,1.0291546396084401,14,1,0.5555555555555556,18,0.18984901067892349,10,1,0.11111111111111116,-0.8471471031756235,0.6666666666666666,CEP70,False,
ENSG00000114115,15,0.3816721225269,8,1,0.06666666666666665,15,0.372941565449896,8,1,0.06666666666666665,-0.291251157171046,0.4666666666666667,RBP1,False,
ENSG00000114120,16,0.9101253204747706,11,1,0.375,16,-0.1580669619347563,9,-1,-0.125,-0.477082039892966,0.6875,SLC25A36,False,
ENSG00000114125,16,0.428654564738519,9,1,0.125,16,-0.1175277714830229,8,1,0.0,-0.0592220443926324,0.375,RNF7,False,
ENSG00000114126,16,0.2060763016672688,9,1,0.125,16,0.679064303153251,10,1,0.25,-0.4247391512289105,0.4375,TFDP2,False,
ENSG00000114127,16,0.754511545817072,9,1,0.125,16,-0.06943046697360755,9,-1,-0.125,-0.5870475527199059,0.5,XRN1,False,
ENSG00000114166,18,-0.2112443273869265,10,-1,-0.11111111111111116,18,-0.354891622679978,12,-1,-0.33333333333333326,-0.21340729715609474,0.4444444444444444,KAT2B,False,
ENSG00000114200,16,-0.2620399765091165,9,-1,-0.125,16,0.4566840855580325,9,1,0.125,-0.2834648580695745,0.25,BCHE,False,
ENSG00000114209,16,0.306277181224609,9,1,0.125,16,-0.447288965829602,10,-1,-0.25,0.0011557003485479986,0.4375,PDCD10,False,
ENSG00000114251,16,0.2122775958090526,9,1,0.125,16,-0.04475598683941815,8,1,0.0,0.241077751900341,0.4375,WNT5A,False,
ENSG00000114268,16,-0.01284460294592835,8,1,0.0,16,0.07084173743317015,9,1,0.125,0.09105583321587579,0.25,PFKFB4,False,
ENSG00000114270,16,1.10513384561664,10,1,0.25,16,-0.5339101669897495,11,-1,-0.375,-0.4653292008337015,0.5625,COL7A1,False,
ENSG00000114302,16,0.1560868660216547,9,1,0.125,16,-0.2719630025356335,12,-1,-0.5,-0.10409869842872264,0.3125,PRKAR2A,False,
ENSG00000114315,18,-0.545635370514485,11,-1,-0.22222222222222232,18,0.11655486102008311,10,1,0.11111111111111116,0.152937210398765,0.3333333333333333,HES1,False,
ENSG00000114316,16,-0.3454506756183675,11,-1,-0.375,16,0.0858079657042454,10,1,0.25,0.1282308203019945,0.25,USP4,False,
ENSG00000114331,16,0.30288325440353103,9,1,0.125,16,0.06661592959467841,9,1,0.125,-0.2482098368501055,0.4375,ACAP2,False,
ENSG00000114346,16,-0.7680583429080765,11,-1,-0.375,16,-0.5901019815125175,11,-1,-0.375,0.64048919569062,0.3125,ECT2,False,
ENSG00000114353,16,-1.2200731411866799,13,-1,-0.625,16,0.01629255219176965,8,1,0.0,0.6422759038869326,0.0625,GNAI2,False,
